Ticker,Summary,Label,Confidence,URL
BTC,"Year-to-date crypto returns are 11%, more than for bonds. Bitcoin-based real-estate fund has tripled in value",NEGATIVE,0.8970884680747986,https://finance.yahoo.com/news/bitcoin-stages-recovery-but-at-least-one-analyst-sees-bear-case-of-14-k-215122313.html
BTC,Ethereum volume has fallen short of pre-crisis levels. Bitcoin is set for its weakest week since November,NEGATIVE,0.999595582485199,https://finance.yahoo.com/news/bitcoin-ticks-up-but-crypto-braced-for-more-selling-as-powell-fed-turn-hawkish-112002508.html
BTC,Largest cryptocurrency has lost more than half of its value since November. Bitcoin replaced gold as the world’s most valuable asset,NEGATIVE,0.9997115731239319,https://au.finance.yahoo.com/news/bitcoin-plummeted-in-2022-why-012334481.html
BTC,"Russia’s ban on e-commerce hits crypto assets. Bitcoin trades below key technical level of $40,000",NEGATIVE,0.9980048537254333,https://finance.yahoo.com/news/bitcoin-rout-not-over-yet-as-risk-aversion-hammers-crypto-stocks-153559722.html
ETH,Government to release strategy on crypto regulation early next year. Several federal agencies have expressed concern over the asset class,NEGATIVE,0.920211136341095,https://finance.yahoo.com/news/white-house-to-enter-the-fray-on-crypto-regulation-with-an-eye-on-illicit-flows-080056833.html
ETH,"Experts see Bitcoin hitting $20,000 by year-end. Ethereum also seen hitting $6,000 by end of 2022",NEGATIVE,0.9942907094955444,https://finance.yahoo.com/news/cryptocurrency-price-prediction-2022-130005664.html
ETH,"Harmony, DeFik are collaborating on cross-chain applications.",POSITIVE,0.9965494871139526,https://finance.yahoo.com/news/123-swap-platform-completed-seed-021400408.html
ETH,Ethereum’s supply will need to drop further to meet demand. Bitcoin’s hard fork has permanently reduced transaction fees,NEGATIVE,0.999096155166626,https://finance.yahoo.com/news/polygon-eip-1559-implementation-might-081737868.html
ETH,Ethereum Foundation releases model to predict future rewards. Miners will be able to compete with less electricity,NEGATIVE,0.9917101263999939,https://finance.yahoo.com/news/ethereum-transformed-2022-123000499.html
ETH,Ethereum set to overtake Bitcoin as the world’s largest cryptocurrency.,NEGATIVE,0.9712542295455933,https://ca.finance.yahoo.com/news/bitcoin-ethereum-2022-choose-131500322.html
ETH,Check back soon for more information.,NEGATIVE,0.9646313786506653,https://finance.yahoo.com/video/crypto-ethereum-outshined-bitcoin-2021-152514754.html
ETH,"Russia’s ban on e-commerce hits crypto assets. Bitcoin trades below key technical level of $40,000",NEGATIVE,0.9980048537254333,https://finance.yahoo.com/news/bitcoin-rout-not-over-yet-as-risk-aversion-hammers-crypto-stocks-153559722.html
ETH,Report on coming year’s key trends looks at mission-based governance.,POSITIVE,0.9910219311714172,https://finance.yahoo.com/news/2022-ethereum-185233774.html
ETH,"Dog, Ether and Solana are among biggest winners in 2021.",POSITIVE,0.9998102784156799,https://finance.yahoo.com/news/ether-outperforms-bitcoin-rose-to-the-top-of-crowded-crypto-field-in-2021-212258272.html
